t,value
1552760293,0.0
1552760303,0.0
1552760313,0.006097560975609756
1552760323,0.010471204188481676
1552760333,0.015544041450777202
1552760343,0.013100436681222707
1552760353,0.012711864406779662
1552760363,0.013029315960912053
1552760373,0.011976047904191617
1552760383,0.016706443914081145
1552760393,0.015765765765765764
1552760403,0.015238095238095238
1552760413,0.014925373134328358
1552760423,0.015463917525773196
1552760433,0.01951219512195122
1552760443,0.021897810218978103
1552760453,0.021136063408190225
1552760463,0.020935960591133004
1552760473,0.02364864864864865
1552760483,0.025274725274725275
1552760493,0.025191675794085433
1552760503,0.02481902792140641
1552760513,0.032288698955365625
